"intervention","coefficients","ci.lower","ci.upper","Model","variables","seed"
"lifestyle_close",0.858997805821232,0.830163148630774,0.888833998019191,"OLS","Intervention",1000056
"log10_popsize",1.38011299224776,1.30976905575021,1.45423489966334,"GEE","Census",1000057
"med_income",0.762042947421859,0.646272408483187,0.898552136982498,"GEE","Census",1000057
"percent_poverty",1.04365304307811,1.00429111530798,1.08455771212531,"GEE","Census",1000057
"med_age",0.991757675712042,0.988836739766291,0.994687239843273,"GEE","Census",1000057
"prop_white",0.960231426908698,0.951434608272655,0.969109579582248,"GEE","Census",1000057
"prop_belowCollege",1.03786588198956,1.0204028092792,1.05562781599834,"GEE","Census",1000057
"log10_popdense",0.987322594718449,0.942190914053635,1.03461611813641,"GEE","Census",1000057
"face_mask",0.80211765953664,0.776454207688768,0.828629342682928,"GEE","Intervention",1000057
"suspend_medical",1.00168047696171,0.968199802034161,1.03631892489361,"GEE","Intervention",1000057
"ban_nursing_home_visit",0.764511633161704,0.718000352061915,0.814035864413024,"GEE","Intervention",1000057
"earliest_date_school_closed",0.749375789529227,0.68415205257031,0.820817641082558,"GEE","Intervention",1000057
"daycare_close",0.651321343987723,0.590704275278533,0.718158833257035,"GEE","Intervention",1000057
"lv3_stay_home",0.843292466039959,0.81861976011777,0.868708792440397,"GEE","Intervention",1000057
"lifestyle_close",0.855436936887558,0.825499095304045,0.886460514801707,"GEE","Intervention",1000057
"log10_popsize",1.30443055482203,1.23950568750021,1.37275616361625,"OLS","Census",1000057
"med_income",0.82651864268275,0.699020611612175,0.97727170752033,"OLS","Census",1000057
"percent_poverty",1.03202444446575,0.993926684588499,1.07158251256309,"OLS","Census",1000057
"med_age",0.993036758467886,0.990289189196629,0.995791950903148,"OLS","Census",1000057
"prop_white",0.970581858458226,0.961136753640723,0.980119780457754,"OLS","Census",1000057
"prop_belowCollege",1.03262551088137,1.01545661474994,1.05008469119637,"OLS","Census",1000057
"log10_popdense",0.994049834313157,0.947709275718538,1.04265632764734,"OLS","Census",1000057
"face_mask",0.88606382609029,0.858574484431242,0.914433305604062,"OLS","Intervention",1000057
"suspend_medical",0.971531069800832,0.94049534780211,1.00359095001813,"OLS","Intervention",1000057
"ban_nursing_home_visit",0.891371532854405,0.840315910838709,0.945529174605522,"OLS","Intervention",1000057
"earliest_date_school_closed",0.893636467393057,0.829944130126472,0.962216740701629,"OLS","Intervention",1000057
"daycare_close",0.739023730357971,0.680088352860642,0.803066354150789,"OLS","Intervention",1000057
"lv3_stay_home",0.892545627249261,0.866750703126495,0.919108220908491,"OLS","Intervention",1000057
"lifestyle_close",0.87000884220486,0.841237854561792,0.899763819959012,"OLS","Intervention",1000057
"log10_popsize",1.48236083581622,1.40607194599654,1.56278891262879,"GEE","Census",1000058
"med_income",0.729917459110605,0.620428758344031,0.858727919925099,"GEE","Census",1000058
"percent_poverty",1.03450051380701,0.995865076311803,1.07463484614846,"GEE","Census",1000058
"med_age",0.989946433527651,0.987072522433891,0.992828712157521,"GEE","Census",1000058
"prop_white",0.955921707035366,0.947340710399337,0.964580430198356,"GEE","Census",1000058
"prop_belowCollege",1.03478478304976,1.01741658798565,1.05244946846339,"GEE","Census",1000058
"log10_popdense",0.975845770314309,0.93117482259266,1.02265970292122,"GEE","Census",1000058
"face_mask",0.802223109191126,0.776485008790378,0.828814348808651,"GEE","Intervention",1000058
"suspend_medical",0.984205778547355,0.951449097128153,1.01809021360134,"GEE","Intervention",1000058
"ban_nursing_home_visit",0.769478374445467,0.722997397200142,0.81894757993898,"GEE","Intervention",1000058
"earliest_date_school_closed",0.70525435367899,0.649731614676804,0.765521781836926,"GEE","Intervention",1000058
"daycare_close",0.722678837901526,0.656231951304318,0.795853816189007,"GEE","Intervention",1000058
"lv3_stay_home",0.871874758878229,0.846022418762849,0.898517082183911,"GEE","Intervention",1000058
"lifestyle_close",0.889124225739643,0.857302077297975,0.922127578751157,"GEE","Intervention",1000058
"log10_popsize",1.36989575136444,1.30051520505914,1.44297764632519,"OLS","Census",1000058
"med_income",0.805654339211881,0.679559846056128,0.955146067057826,"OLS","Census",1000058
"percent_poverty",1.02988841083615,0.991293912334893,1.06998552656932,"OLS","Census",1000058
"med_age",0.991839544765161,0.989048099668276,0.99463886831177,"OLS","Census",1000058
"prop_white",0.966553259498294,0.957006325603089,0.976195431997844,"OLS","Census",1000058
"prop_belowCollege",1.02837970265995,1.01103610592782,1.04602081631144,"OLS","Census",1000058
"log10_popdense",0.986684896005513,0.939958588164702,1.03573401665098,"OLS","Census",1000058
"face_mask",0.880933218388673,0.853330857710801,0.909428421869669,"OLS","Intervention",1000058
"suspend_medical",0.965350973044842,0.934056082384395,0.997694376958315,"OLS","Intervention",1000058
"ban_nursing_home_visit",0.891020485335321,0.840788143894681,0.94425392538199,"OLS","Intervention",1000058
"earliest_date_school_closed",0.816191569805241,0.762350444660388,0.873835233240939,"OLS","Intervention",1000058
"daycare_close",0.808417428831228,0.745091126358282,0.877125919392356,"OLS","Intervention",1000058
"lv3_stay_home",0.918093868713132,0.891042854929479,0.945966119480703,"OLS","Intervention",1000058
"lifestyle_close",0.897158556365318,0.867025707190593,0.928338650842987,"OLS","Intervention",1000058
"log10_popsize",1.40927757920116,1.33645151924062,1.48607208465562,"GEE","Census",1000059
"med_income",0.677363623214418,0.574852011897269,0.798155818468561,"GEE","Census",1000059
"percent_poverty",1.01657900836543,0.978315103141665,1.05633949320682,"GEE","Census",1000059
"med_age",0.989439862600043,0.986546191638019,0.992342021083186,"GEE","Census",1000059
"prop_white",0.960472960062289,0.95188417987891,0.969139236170696,"GEE","Census",1000059
"prop_belowCollege",1.03317721163234,1.01611115165008,1.05052990403945,"GEE","Census",1000059
"log10_popdense",0.976895598392148,0.932222436089979,1.0237095495799,"GEE","Census",1000059
"face_mask",0.82989592583222,0.803023994211341,0.85766708426854,"GEE","Intervention",1000059
"suspend_medical",0.990733708903094,0.957698749339433,1.02490817977355,"GEE","Intervention",1000059
"ban_nursing_home_visit",0.760601639950023,0.715106450550137,0.808991240744099,"GEE","Intervention",1000059
"earliest_date_school_closed",0.64013477165479,0.590504131267168,0.693936763832958,"GEE","Intervention",1000059
"daycare_close",0.745504174380458,0.677584716021538,0.820231715499648,"GEE","Intervention",1000059
"lv3_stay_home",0.85719621723804,0.832441896974022,0.882686656592123,"GEE","Intervention",1000059
"lifestyle_close",0.868255621346482,0.837345908824567,0.900306332251643,"GEE","Intervention",1000059
"log10_popsize",1.33119630898019,1.264998890705,1.40085783953129,"OLS","Census",1000059
"med_income",0.759001859397058,0.642056677896691,0.897247614424603,"OLS","Census",1000059
"percent_poverty",1.01341921769669,0.97609957981517,1.05216571345257,"OLS","Census",1000059
"med_age",0.991494425374747,0.98875019342324,0.994246273819332,"OLS","Census",1000059
"prop_white",0.970033211427035,0.960613700796481,0.979545087157572,"OLS","Census",1000059
"prop_belowCollege",1.028926154235,1.0118429927484,1.04629773438781,"OLS","Census",1000059
"log10_popdense",0.986570689490823,0.940583700467825,1.03480607295054,"OLS","Census",1000059
"face_mask",0.909530189590931,0.881424765788814,0.938531792939796,"OLS","Intervention",1000059
"suspend_medical",0.96638292203469,0.935494989170363,0.998290704719354,"OLS","Intervention",1000059
"ban_nursing_home_visit",0.881561150257368,0.831574194608636,0.934552883773461,"OLS","Intervention",1000059
"earliest_date_school_closed",0.770720813603917,0.719539677227247,0.825542484066075,"OLS","Intervention",1000059
"daycare_close",0.829899572559962,0.764027202493929,0.901451281167808,"OLS","Intervention",1000059
"lv3_stay_home",0.909261034313038,0.882821314257789,0.936492600674341,"OLS","Intervention",1000059
"lifestyle_close",0.88220733350202,0.853001357814795,0.912413294720368,"OLS","Intervention",1000059
"log10_popsize",1.41367426907234,1.34031473094416,1.49104899983412,"GEE","Census",1000060
"med_income",0.773834949511784,0.658247890415582,0.90971887309482,"GEE","Census",1000060
"percent_poverty",1.04692379479522,1.00764538678611,1.08773329038332,"GEE","Census",1000060
"med_age",0.991132735884907,0.98818260824987,0.994091670852708,"GEE","Census",1000060
"prop_white",0.960235933933677,0.951492189893878,0.969060028669619,"GEE","Census",1000060
"prop_belowCollege",1.03614428931778,1.01876392692418,1.05382116495546,"GEE","Census",1000060
"log10_popdense",0.986105348843373,0.94014907507905,1.03430805262,"GEE","Census",1000060
"face_mask",0.779256744802513,0.754142501181687,0.805207335972586,"GEE","Intervention",1000060
"suspend_medical",1.06389393864317,1.0282619937673,1.10076062282025,"GEE","Intervention",1000060
"ban_nursing_home_visit",0.785341162182961,0.740378398447965,0.833034489271679,"GEE","Intervention",1000060
"earliest_date_school_closed",0.721461027669476,0.666417623247925,0.781050795009143,"GEE","Intervention",1000060
"daycare_close",0.732120704638008,0.664056672663964,0.807161117754311,"GEE","Intervention",1000060
"lv3_stay_home",0.879621853826822,0.853665971661015,0.906366929706998,"GEE","Intervention",1000060
"lifestyle_close",0.852603429375501,0.821806578640281,0.88455437894597,"GEE","Intervention",1000060
"log10_popsize",1.32793994202591,1.26132992200826,1.39806759425803,"OLS","Census",1000060
"med_income",0.846216684211211,0.71498661446339,1.00153298278856,"OLS","Census",1000060
"percent_poverty",1.03674313028278,0.998375587475867,1.07658513656767,"OLS","Census",1000060
"med_age",0.992977967250818,0.990216909541845,0.995746723717102,"OLS","Census",1000060
"prop_white",0.970917333921314,0.961441034949727,0.980487034608591,"OLS","Census",1000060
"prop_belowCollege",1.02955232459215,1.01234490637618,1.04705222735543,"OLS","Census",1000060
"log10_popdense",0.986999187922358,0.940722942885335,1.03555186394358,"OLS","Census",1000060
"face_mask",0.868385173068211,0.841363251216649,0.896274953433317,"OLS","Intervention",1000060
"suspend_medical",1.02176603031961,0.988916356919196,1.05570689918358,"OLS","Intervention",1000060
"ban_nursing_home_visit",0.909648902437293,0.858029193028209,0.964374094062051,"OLS","Intervention",1000060
"earliest_date_school_closed",0.849554283297673,0.792519131599543,0.910694078529976,"OLS","Intervention",1000060
"daycare_close",0.819198818574035,0.753593081464286,0.890516010376745,"OLS","Intervention",1000060
"lv3_stay_home",0.921377859996832,0.894459101252465,0.949106739149525,"OLS","Intervention",1000060
"lifestyle_close",0.859429322917821,0.830791797787653,0.889053988084475,"OLS","Intervention",1000060
"log10_popsize",1.43143852842066,1.35687226522338,1.510102544774,"GEE","Census",1000061
"med_income",0.766958098608113,0.653200164492826,0.900527521264934,"GEE","Census",1000061
"percent_poverty",1.0469942882099,1.00801678317796,1.08747895653898,"GEE","Census",1000061
"med_age",0.991205124974185,0.988302288040791,0.994116488106865,"GEE","Census",1000061
"prop_white",0.962473287094581,0.953675013220661,0.971352730782208,"GEE","Census",1000061
"prop_belowCollege",1.02976732299019,1.01243196776746,1.04739950264189,"GEE","Census",1000061
"log10_popdense",0.960259014680233,0.916178345565386,1.00646056495214,"GEE","Census",1000061
"face_mask",0.82521479754231,0.798574043741877,0.852744297688329,"GEE","Intervention",1000061
"suspend_medical",1.02088715187877,0.986720501253721,1.0562368731033,"GEE","Intervention",1000061
"ban_nursing_home_visit",0.75061644581134,0.70908055227008,0.794585392193701,"GEE","Intervention",1000061
"earliest_date_school_closed",0.830244930686751,0.769516367982973,0.895766059840717,"GEE","Intervention",1000061
"daycare_close",0.722545538454197,0.662152620338784,0.788446710175296,"GEE","Intervention",1000061
"lv3_stay_home",0.801053316691791,0.777482845065929,0.825338359881761,"GEE","Intervention",1000061
"lifestyle_close",0.833023890673527,0.80373540103755,0.863379666413923,"GEE","Intervention",1000061
"log10_popsize",1.34116927061292,1.27387592686395,1.41201743003696,"OLS","Census",1000061
"med_income",0.82938040264151,0.700598432801339,0.981834700279503,"OLS","Census",1000061
"percent_poverty",1.03618414531147,0.997688114312941,1.07616555473776,"OLS","Census",1000061
"med_age",0.992575175519276,0.989807997855707,0.995350089301605,"OLS","Census",1000061
"prop_white",0.972042701630252,0.962530532780127,0.981648874102238,"OLS","Census",1000061
"prop_belowCollege",1.02606754552178,1.00887815064828,1.04354981550208,"OLS","Census",1000061
"log10_popdense",0.970581734741222,0.924983008271834,1.01842833369804,"OLS","Census",1000061
"face_mask",0.899113095117199,0.871122350071969,0.928003233695521,"OLS","Intervention",1000061
"suspend_medical",0.983756152658664,0.952048891013496,1.01651940045173,"OLS","Intervention",1000061
"ban_nursing_home_visit",0.852656845845502,0.804288603353744,0.903933853762986,"OLS","Intervention",1000061
"earliest_date_school_closed",0.957038487989171,0.891515090889734,1.02737763707231,"OLS","Intervention",1000061
"daycare_close",0.771617335115021,0.710659341627176,0.837804102436411,"OLS","Intervention",1000061
"lv3_stay_home",0.844310345198259,0.819695964416308,0.869663863132983,"OLS","Intervention",1000061
"lifestyle_close",0.856634472898733,0.828083140939733,0.88617022117577,"OLS","Intervention",1000061
"log10_popsize",1.35095991095311,1.28021216115487,1.42561735966954,"GEE","Census",1000062
"med_income",0.685885592404569,0.578828071446688,0.812744006510223,"GEE","Census",1000062
"percent_poverty",1.04565585995157,1.00559010940595,1.0873179511451,"GEE","Census",1000062
"med_age",0.993175163863742,0.99020473954691,0.996154498883855,"GEE","Census",1000062
"prop_white",0.966118505759489,0.95701269731378,0.975310954380069,"GEE","Census",1000062
"prop_belowCollege",1.01529316776848,0.997612492103395,1.03328719786171,"GEE","Census",1000062
"log10_popdense",0.972725693535209,0.927074502532358,1.02062484976015,"GEE","Census",1000062
"face_mask",0.785056876407545,0.759368194980524,0.811614580737843,"GEE","Intervention",1000062
"suspend_medical",1.03258966368719,0.997116427988407,1.06932488887448,"GEE","Intervention",1000062
"ban_nursing_home_visit",0.638110598607014,0.598004137499229,0.680906887630233,"GEE","Intervention",1000062
"earliest_date_school_closed",0.866234463958218,0.789106877906401,0.950900527619002,"GEE","Intervention",1000062
"daycare_close",0.597231086446278,0.541673385086714,0.658487162998976,"GEE","Intervention",1000062
"lv3_stay_home",0.777333369373844,0.753853922437608,0.801544104444323,"GEE","Intervention",1000062
"lifestyle_close",0.852450809233198,0.821785219502553,0.884260710605391,"GEE","Intervention",1000062
"log10_popsize",1.27181340810095,1.20745181023937,1.33960571453753,"OLS","Census",1000062
"med_income",0.785036865863099,0.661867533220889,0.931127226871364,"OLS","Census",1000062
"percent_poverty",1.03717570804239,0.99827407858036,1.07759329069531,"OLS","Census",1000062
"med_age",0.994661622552533,0.991866935521326,0.997464183901678,"OLS","Census",1000062
"prop_white",0.9766253069084,0.966968564166654,0.986378487821806,"OLS","Census",1000062
"prop_belowCollege",1.01193749239567,0.994803725316443,1.02936635886672,"OLS","Census",1000062
